writer,score,data,product_name,headline,content,url,rank,search_keyword
김*조 ,2,2020.10.28,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,"한개만 그나마 새콤했고 한개는 퍼석,
세개는 아무 맛이 안나서 설탕에 절여 놨음
잼을 만들던 꿀 넣고 갈아 마시던 해야할듯",https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
김*선 ,2,2020.09.17,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,"보조개 사과답게 멍이랑 상한 곳 많아요.
근데 뒷맛이 씁쓸해요. 쓴맛이 나요.
깎아놓자마자 칼 닿은 곳은 바로 갈변이 돼요.",https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
윤*숙 ,2,2021.05.01,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,단맛이 없고 퍽퍽하니 익은감자느낌~ 우리아이가 사과 귀신인데 두점 먹어 보더니 안먹네요 버릴수도 없고 ~실망이네요,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
오*혜 ,2,2020.10.10,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,"맛은 있었는데 상처가 많고 안에
썩어있는 것도 두개 는
있어서 그냥 두개는 버렸어요
상태가 좋았으면 아쉽네요",https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
시랑이가 ,2,2020.11.02,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",상처난부위가 많아 별로예요,"충격을 받았눈지 많이 상해있어요
깍아내야하는 부분이 많아요
별로예요",https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
전*솜 ,2,2020.10.07,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",역시 과일은 직접 보고 사야겠습니다,"당도 높은건 아닌듯요
사진과 다르게 잘랐을때 꿀 모양도 없네요",https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
김*경 ,2,2021.03.11,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",별로에요,"전에 구매했던건 너무 맛있어서 재구매했는데
이번에 온건 음.... 완전 실패네요 맛없어요 ㅠㅠ",https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
윤*순 ,2,2021.06.07,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",신선도가 별로예요,두번째 주문인데 전엔 맛있고 좋았는데 이번 상품은 3개나 섞었어요.,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
류*정 ,2,2020.09.14,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,"품질이 생각보다 많이 안좋아요.
마트에서 파는 보조개 사과보다 훨씬 떨어지네요",https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
김*희 ,2,2021.03.07,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",싼게 비지떡 ㅠ,"차라리 홈플러스에서 살걸...
너무 맛없어요ㅠㅠ
역시 싼게 비지떡인가요ㅠㅠ",https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
양*희 ,2,2020.12.23,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,"맛있다고 해서 시켰는데 맛별루임.
하나만 먹어봐서 그런가 저는별루",https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
모자속양말 ,2,2021.03.09,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",음....,"음...재구매는 못할듯요
멍이 너무 들어서...돈더주고 좋은걸로살래용~~",https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
허*진 ,2,2021.03.22,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,저렴하고 양은 많은데.... 파란사과가 왔어요 .. 나무에서 갓 딴 사과인줄...,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
김*희 ,2,2021.03.29,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,"겉은 멀쩡한데 속이 썩었고
뻣뻣하고 멍든 것도 많아요.
사지 마세여",https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
말해뭐하니 ,2,2020.09.18,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,비가많이와서그런가... 생긴건 둘째치고 맛이없다... 무맛 무향...,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
백*영 ,2,2020.07.23,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,달진 않지만 신선합니다,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
조*연 ,2,2020.11.17,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,멍이 많이 들었네요~ 사과는 맛있어요~♥,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
박*남 ,2,2020.10.07,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",사과 맛은 괜찮은데 사과 멍이 넘 많네요 깎다보니 점점,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
정*화 ,2,2021.03.10,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",사과가 넘 작아요 썩은것도 있고 맘도 형편없어요,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
김*준 ,2,2020.10.25,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",싼게 비지떡,맛이 없음..시지도 달지도 않은 맹탕맛,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
이*희 ,2,2020.10.19,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",흠집난거 빼고 썩은거 빼고는 괜찮아보여요,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
강*경 ,2,2020.09.23,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",'보조개' '알뜰'이라는 표현은 기만입니다.,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
한*화 ,2,2020.06.14,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",걍.~ 그래요.,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
라* ,2,2020.06.24,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",그닥추천하고싶지않아요,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
ing ,2,2021.01.05,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,썩은게많아요. 담엔 좋은걸보내주세요,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
김*주 ,2,2020.06.15,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",맛없습니다 .,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
김*진 ,2,2021.04.05,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",멍들고 눍고 갠찮운건 60프로 정도.......,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
서*경 ,2,2020.10.22,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",신선도는 있었지만 맛은 그닥,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
황*영 ,2,2021.05.24,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",흠과 알고 구매 했지만 정말 반은 썪은거라 버렸습니다,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
김*화 ,2,2021.06.09,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",사과단맛도없고 여기저기 찍힘이심해요.,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
김*정 ,2,2020.09.25,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",별로임,"너무 썩었네요
반품하려다 귀찮아서 걍 먹습니다",https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
최*희 ,2,2021.01.18,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,사과 봉투 심하게 찟어져서 왔어요 ㅠㅠ,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
H*S ,2,2020.12.27,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",사과 조각의 반이 썩었다,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
임*지 ,2,2021.04.06,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",정말 안달았음,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
왈왈개솔 ,2,2020.10.07,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,"저희집에 폭행당한 사과보내셨나요? 멍투성이 입니다
상태가 너무안좋네요 겉이야 상품가치가 약간 떨어지는건 이해해도 이렇게 멍든사과를 파시면 곤란합니다
맛은 어떤건 아오리사과 같이 풋풋한맛 어떤건 달고
사진이 멍든사과 여러개를 찍은게 아니라 하나의 사과가 저렇게 멍이 들어있고
거의다 저런식의 멍들이 있어요",https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
배*영 ,2,2021.04.19,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",상처 썩음이 너무 많음 심각함,"맛은 있는데 상태가 썩 좋지 못합니다.
다행히 교환요청해서 교환은 해주시는거같은데 이걸 어찌해야 할까요 ㅠㅠ
첨부된 10개 사과 모두 다른 각각의 사과 입니다",https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
강* ,2,2020.07.01,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,"박스열자마자 얼굴이 찌푸려지더라구요..2봉을 구매했는데
한봉지가 뜯어진상태로 박스안에 사과들이 널부러져있더라구요~
상처난 것들도많고..로켓프레시 제품 배송받고 이런 적은 없었는데..
포장할때 신중을 더해주세요..
박스안에서 굴러서 그런지..갈색으로 멍든것들이 좀 있어요...",https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
최슈 ,2,2021.02.01,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",좀 실망이에요...두번은 안ㅅㅣ키고싶어요,"만족도❤️❤️
구매일자 2021.01.27
구매금액 12,490원
.
코로나때문에 운동도 못하고 집에서 배달음식만 시켜먹다보니 몸이 걱정되서 아침에 사과하나씩 먹어보려고 주문했어요! 역시 쿠팡답게 새벽에 바로 와줬지만 멍이 하도 즐어서 심한거는 반을 잘라버렸어요ㅠㅠ 한두개가 반을 잘라버리는 정도라서 교환이나 환불은 안했지만 두번은 구매안할것같아요 아삭아삭하지않고 푸석푸석한데 그냥 갈아서 주스로 먹어야할듯해요ㅠㅠ",https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
버뮤다 ,2,2020.06.12,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",상태가 메롱이다.,"박스열어보니 터져있음...
물건 박스에 담을때 터진것 같음.
사과 상태도 군데군데 썩어있고 멍들어있음.
돈주고 이런걸 샀나싶음.
세척사과 품절로 샀던거라 이번엔 걍 버리는셈 치고 넘어가기로함.",https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
이*화 ,2,2020.09.11,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",신선제품이니 포장과 운반에 신경써주세요,"사과봉지는 찢어져 있고 사과들은 제다 멍들어 있네요
반품 하기 귀찮아서 그냥 도려내고 먹겠지만 지금은 맛보기도 싫으네요.
새벽택배 확인하고...기분좋지 않게 하루를 시작하네요",https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
박*혜 ,2,2021.04.20,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,"두번째 구매였는데 조금씩 벌레먹은것들은 잘라내고 먹었고 맛도 괜찮았어요
근대 하나가 완전....ㅠㅠ
이건 통재로 그냥 버렸네요
이런건 걸러낼수 없나요? ㅠㅠㅠㅠㅠㅠ
쿠팡에서 주문하고 실망하긴 처음이네요
잘 좀 걸러내 주세요 ㅠㅠ",https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
이*희 ,2,2020.09.11,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,"상품평 잘안쓰는데 요즘 배송 상태가 그리좋지 못 하네요.오배송 으로 속 끓이더니 몇몇 기사분이 물건 던지고 가고 박스가 파손 되어서 오고 이젠 상품 까지 깨져서 오네요 좀 실망 이지만, 그동안 빠른 배송에 감동 먹고 로켓 배송 가입 한게 후회가 안되었으면 하네요!
사과는 봉지가 터져서 도착~깨져서 반품 하려다 귀찬아서 걍 먹기로 했음.",https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
송*안 ,2,2021.05.22,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,"뜯어져서 배송오고
하나도 달지 않아 그냥 먹기 별로라
믹서기에 당근이랑 같이 갈아서 먹고
건조기에 건조 시켜 먹게 되네요.",https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
POOH73280 ,2,2021.01.19,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",곰곰이라 믿었는데.. ㅜㅜ,"맞아요. 기대치보다 안좋은 상품이 왔어요.
받자마자 기분은 좋았어요~
굉장히 신선하게 왔거든요.
크게 멍든 것도 별로 없었고..
문젠 하나 까서 먹었는데.. 새콤달콤..아무맛도 안나요..
계절탓이려니..하고 위안을 삼아보려합니다...",https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
송*란 ,2,2021.04.21,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",사과 상태는 영 별로 였어요,"다른거먹다가 곰곰꺼 시켰어요
웬만해선 후기안쓰는데 사과자르고 넘 놀랬어요 ㅠㅠ
무른것도 있고..
이제 다른사과 사려구요

사과 상태 좋은걸로 판매부탁드립니다~",https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
박*종 ,2,2021.01.26,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",박스를 열어보고 헐!! 봉지가 찢어져있었음,"사과는 다행히 멍들진 않았는데, 어쩌다가 봉지가 살짝도 아니고 저렇게 찢어졌는지.... 맛은 괜찮음",https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
장*진 ,2,2021.02.25,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",이게 뭔가요 짜증,"썩은걸 보낸건지
택배기사가 집어던진건지
돈주고 사는건데 이런걸보내나요
사과만 산게얼만데
짜증나네요",https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
황*애 ,2,2020.09.11,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,"상품 품절이라 기다렷다가 구매햇눈데ㅠ
요건 마니 썩엇고 멀쩡한것도 잘라보니 안에도 썩엇어요
3~4개 이상태면ㅠ",https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
이*화 ,2,2020.07.06,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,"쿠팡 사과중 최악입니다 바람든 무 같아요
이런건 상품판매론 아닌거같은데요
어째 이런사과를 ㅠㅠ",https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
이*리 ,2,2021.06.01,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,신선도 떨어져요,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
박*영 ,2,2020.09.22,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",맛은 있으나 상품상태가 배송과정에 상처가 많이생김,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
김*주 ,2,2020.06.19,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,상품이 신선하지 않았습니다.,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
배*일 ,2,2021.02.23,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",포장ㅠ,사과 다 깨져서 왔네요 ㅜㅜㅜㅜㅜㅜ,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
최*희 ,2,2021.03.29,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",상품의대부분이흠집이나있 습니다 정상적인상품이아니예요,흠집투성이의상품입니다 너무해요,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
소*정 ,2,2020.10.31,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,보조개가 조금 큽니다^^^^^^^^^°^^°^^,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
김*미 ,2,2020.11.30,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
이*옥 ,2,2021.06.22,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
